$BlockNames
EXP_JointSet_1_Axle_111:EXP社 小型車軸
HE_WingTip_121:この翼端ブロックは中間翼の端っことしてまたは、お手軽尾翼としても使えます。
SPE_Moustache_111:カッコいいTechをさらにカッコよくしてくれる立派な口ひげ。
SPE_Sombrero_323:恒星に最も近い惑星の身を焦がすような暑さからTechを守ってくれる、本物のセニョール ラージキットのソンブレロ。
SPEBeardGreen_111:縁起の悪い緑のアゴひげ。
SPEBeardWhite_111:雪のような白さのアゴひげです。\n\n以下、内側のラベルです。"未来で人気の無重力バンドルというスポーツのチャンピオン、銀河宇宙のサル王の'アーサー王'が着用したアゴひげのレプリカ。着用者には室内乱闘のステータスが＋2される。"
SPEBirthdayHat_111:なにこれ！ケーキの帽子？えっ、私にくれるの？どうもありがとう！
SPEBowlerHat_111:マフィアのボスみたいにこの帽子を被って、あなたのビジネス帝国を拡大しましょう！
SPEBunnyEars_111:資源集めに跳ね回るときは、この陽気なウサギの耳を着用すべきです！
SPEColourBlock01_Black_111:模様を作るための色付きブロック。
SPEColourBlock02_Grey_111:模様を作るための色付きブロック。\n\n古代からの色錬金術師の一員であるソムニは現在超長期睡眠 についていますが、100年に一度目覚めて実験を行います。新たな色を求めて他のすべてを捨て去った彼は、人間としての人生を超越しました。家族や友人たちとの思い出も遥か昔のこと。錬金術師は、生き延びるためにまだ生物増強力を使用しているが、このままずっと睡眠をとり、辛抱を重ねれば数千年もの寿命を確保できるはずです。
SPEColourBlock03_White_111:模様を作るための色付きブロック。
SPEColourBlock04_Purple_111:模様を作るための色付きブロック。
SPEColourBlock05_DarkBlue_111:模様を作るための色付きブロック。
SPEColourBlock06_Blue_111:模様を作るための色付きブロック。
SPEColourBlock07_LightBlue_111:模様を作るための色付きブロック。
SPEColourBlock08_LightGreen_111:模様を作るための色付きブロック。
SPEColourBlock09_Green111:模様を作るための色付きブロック。
SPEColourBlock10_YellowGreen_111:模様を作るための色付きブロック。
SPEColourBlock11_Yellow_111:模様を作るための色付きブロック。
SPEColourBlock12_Orange_111:模様を作るための色付きブロック。
SPEColourBlock13_Brown_111:模様を作るための色付きブロック。
SPEColourBlock14_Red_111:模様を作るための色付きブロック。
SPEColourBlock15_Magenta_111:模様を作るための色付きブロック。
SPEColourBlock16_Pink_111:模様を作るための色付きブロック。
SPEColourBlock17_Camping_Green_111:模様を作るための色付きブロック(Hankey Camping作)
SPEColourBlock18_Indigo_111:模様を作るための色付きブロック(Sleepcakes作)
SPEColourBlock19_Light_Pink_111:模様を作るための色付きブロック(Streak1作)
SPEColourBlock20_Flesh_01_111:ReaperXによる肌色のブロック。
SPEColourBlock21_Flesh_02_111:ReaperXによる肌色のブロック。
SPEColourBlock22_Flesh_03_111:ReaperXによる肌色のブロック。
SPEColourBlock23_Flesh_04_111:ReaperXによる肌色のブロック。
SPEColourBlock24_Flesh_05_111:ReaperXによる肌色のブロック。
SPEFezHat_111:ホコリを被ったトルコ帽だ。何でこんなところに？
SPEHalHatEye_111:ボサトロン惑星のボサトロン人の目。その目は身体を失ってもなお、見えています。あぁ恐ろしい。
SPEHalHatHorn_111:免責事項: これらの角だけでハロウィンの正装になれるわけではありません。パーティでこの角だけを付けて正装だと主張するハロウィンの酔っ払い達を見つけた場合は気合が足りていないので、直ちにご退場願いましょう。
SPEHalHatPumpkin_111:カボチャの円周を直径で割ったらどうなるでしょうか？正解はカボチャのパイ。数学とカボチャのジョークだ。で、僕たちは今どこにいるのかな。
SPEHalHatWitch_111:不気味な魔女の帽子。何故彼女はここに忘れていったのだろうか？不注意だなぁ…
SPEHatGreen_111:良いエルフも悪いエルフも被ってる緑の帽子。
SPEHatRed_111:陽気なサンタ帽子。
SPEIceCreamCone_111:Techのクールさを保ちつつ、オーバーヒートを防ぐユニークな方法。
SPELemon_111:レモンキング万歳！\n\nレモンキングの叙情詩：\nグレイビー王が王座に座った\nレモンの王国に君臨。\n彼は貧しい人に課税し\n賭けで資産を使い\n昔はうまくいっていたのに\n土地は飢饉に襲われた。\n"食料をください！"\n"私たちは空腹です！"市民は懇願した\nグレイビー王の切り返しは残酷なものだった。\n"なら全市民にレモンを与えよ！"\nこの酸っぱい対応で\n農民は話合い\nオレンジ公が現れ\n我らが英雄は息を引き取った\nグレイビー王の物語はこれでおしまい。\nこうして王はレモン王国を失ったのさ。
SPEMiningHelmet_111:リリースしてから1年間プレイしていた全てのTerraTech鉱夫に授与されたヘルメットです。
SPEPartyCone_111:この伝統の帽子は常にパーティの盛り上げ役だ。
SPEVH_01_111:このヘルメットは、バイキングたちが雪と氷の地に帰るときに置いていかれたものだ。Skål!(乾杯！)
SPEXmasDeelyBaubleBlue_121:実に美しい輝きを放つ装飾品！
SPEXmasDeelyBaubleGold_121:実に美しい輝きを放つ装飾品！
SPEXmasDeelyBaubleSilver_121:実に美しい輝きを放つ装飾品！
SPEXmasDeelyPresentGreen_121:あっ、プレゼント！えっ、私に？貰えないよ！私はあなたにあげるもの用意してないし。
SPEXmasDeelyPresentRed_121:あっ、プレゼント！えっ、私に？貰えないよ！私はあなたにあげるもの用意してないし。
SPEXmasDeelyPresentSilver_121:あっ、プレゼント！えっ、私に？貰えないよ！私はあなたにあげるもの用意してないし。
SPEXmasDeelyPudding_121:このイチジク入りプディングに関しては賛否両論あります。あなたは好きですか？
