$BlockNames
EXP_JointSet_1_Axle_111:创新研发科技 小型轮轴
VENFuelTank_212:高度压缩的燃料箱能够储存很多燃料，当然燃料的消耗也会很快。
VENGyro_AllAxis_Active_111:这个精良的陀螺仪能让飞机更稳定，也可以用来让很难起飞或者很难直立的载具或者其他什么的更稳定，这些功能能用来做很多事情。這個陀螺儀是“活動的”，代表它會通過扭矩強制使你的載具恢復至直立位置。並且它是“全軸的”，代表它會在全部三個自轉軸中生效。
VENHoverPlate_211:风速疾行公司 0重力悬浮板会在一个给定的方向上提供无限的动力，这是伟大的东西，但是他不能被关闭，这点不是特别好。
VENLandingGear_111:这个相对封闭的轮子有一个外壳，在侧面和顶部有连接点。
VENLightFixed_111:一个反弹式的大灯装在了一个坚固的外壳内，可以处理那些小路上的颠簸并照亮前面的路。
VENLightSpot_111:在夜间风速疾行公司和战斗的话这个零件是完美的选择，这个东西小小的但是功能很强大，可以自动照亮在周围的敌人。
VENLightStrip_211:超薄的光板可以装到载具底下来产生红光，这会让载具看起来可怕一点。
VENLightStud_111:这些明亮的橙色发光二极管是一种优质，高效的照明装备，如果你想要去风速疾行公司的话这是个选择。
VENMediumMachineGun_121:高射速，低重心，高冲击力，这是一个野兽一样的机枪。
VENMGun_111:一个很棒的机枪，高射速，精度差了那么一点。
VENMGun_112:高射速，射程也不低，是下一种可靠的自动武器。
VENMobileSCU_221:这种SCU存储设备可以在移动中使用，它不需要锚定，但是依旧需要一点时间来捡起周围的东西，当然收集的距离也比可锚定的短一些，但是这东西依旧是那么的方便。
VENNoseProp_331:一个坚固的可以在前端安装的螺旋桨转子。
VENPropSmall_111:一款规格较小，价格适中的入门级螺旋桨。极适用于飞行爱好者首次升空使用。或用于增加动力，填补大型飞行器的剩余空间。
VENRadar_111:这种风速疾行公司雷达有助于避免大型敌人的侦察兵靠近。
VENReceiver_111:风速疾行公司接收盘可以驻留并传递资源块，即使在高速情况下也是，但是它只能放一个资源块。当然了，这并不多。
VENRefinery_212:这种精炼器可以在移动的时候也进行精炼工作，这意味着你以后不需要为了使用他而先进行锚地。
VENRegen_111:修复罩很小，但是修复的速度很快，电量消耗较低。
VENRemoteCharger_111:一个风速疾行公司充电器，可以转移这个载具上的电量到任何一个周围的友军的载具上的电池里。[短程，充电快，小功率]
VENRPGLauncher_122:火风暴轻型导弹发射器是一直近距离锁定的导弹发射器，只要你在范围内这些导弹一定会击中你，。
VENScrapper_212:一个风速疾行公司回收器，可以分解方块获得一些资源块和组件。
VENShield_111:这些防御罩很小，但是有大量的伤害抗性和较低的电量消耗。
VENShotgunContact_111:风速疾行公司接触式霰弹猎枪是近距离使用的有力武器。但是对于远处的目标效果不太好。
VENSilo_212:一个中等大小的混合仓筒，这这仓筒里可以放各种各样的资源块。
VENSpeedometer_111:这个小东西将在屏幕上添加一个速度显示器，你可以看到你现在驾驶的载具的行驶速度。
VENSteeringHover_111:风速疾行公司 5方向推进器是一种在我们的航空技术遭到重大障碍的时候研发出来的创世之作，这可以让载具倾斜甚至翻滚，这也是很好的转向悬停载具的推进器选择
VENSteeringHoverBi_111:风速疾行公司的双向助推器，可更容易操纵悬停载具。
VENSteeringHoverSingle_111:风速疾行公司的单向助推器，可更容易操纵悬停载具。
VENStreamlineCorner_111:此流线型钩喙形角块能够帮助您更改风速疾行公司载具的线条，但会减少用以添加装甲的连接点。
VENStreamlineLarge_131:此流线型大型恐龙头形方块能够帮助您更改风速疾行公司载具的线条，但会减少用以添加装甲的连接点。
VENStreamlineLargeAlt_131:此流线型鸭嘴形方块能够帮助您更改风速疾行公司载具的线条，但会减少用以添加装甲的连接点。
VENStreamlineMed_121:此流线型中型恐龙头形方块能够帮助您更改风速疾行公司载具的线条，但会减少用以添加装甲的连接点。
VENStreamlineSmall_111:此流线型小型恐龙头形方块能够帮助您更改风速疾行公司载具的线条，但会减少用以添加装甲的连接点。
VENTerminal_111:这个 风速疾行公司 商店终端可以用来购买各种各样的 风速疾行公司 的零件。
VENTractor_111:这个牵引盘不会牵引很多资源块，但是在高速的时候被牵引的资源块也不会掉落。
VENWheel_111:最紧凑的高性能的越野车轮，这个轮子可以装配出一个高速的汽车，这对于新手可能有点棘手，当然这会让你从A到B的时间大大降低。
VENWheel_211:风速疾行公司 的小轮子可以让追击你的人在后面吃尘土。
VENWheel_222:大一些的 风速疾行公司 轮，有强劲的动力。
VENWheel_Monster_444:爸爸！这东西疯了。大大大大老哥带有拖拉机深踏面的轮胎。可以在所有地形都发挥出力量和速度。它们也能携带相当数量的零件。
VENWheel_Single_A_223:一个中置轮的替代品。啵呒！
VENWheel_Single_C_223:一个短角叉版的斯普林格轮。酷！
VENWheel_Single_D_224:一个长角叉版的斯普林格轮。走！
VENWheel_Sports1_Left_112:斯普林格轮和环球旅行者轮非常相似，但是增加了挡泥板使粉尘下降并增加了一个额外的连接点。
VENWheel_Sports1_Right_112:斯普林格轮和环球旅行者轮非常相似，但是增加了挡泥板使粉尘下降并增加了一个额外的连接点。
VENWheel_Titan_666:真的大头子！言语无法描述这超棒的拖拉机深轮胎。可以在所有地形都发挥出力量和速度。它们也能受相当大的重量。
VENWing_322:你赛车的“好男孩”扰流板，这会使你的车辆在高速行驶时保存轮胎触碰地面。
VENWingAngledLeft_423:尖舵尾翼拥有横纵两片襟翼，可为小型飞机增加稳定性和可转动性，为大型飞行器提供额外的可自由设置的尾部翼式垂直方向舵。
VENWingAngledRight_423:尖舵尾翼拥有横纵两片襟翼，可为小型飞机增加稳定性和可转动性，为大型飞行器提供额外的可自由设置的尾部翼式垂直方向舵。
VENWingExpanderLeft_413:风速疾行公司 大型左机翼
VENWingExpanderRight_413:风速疾行公司 大型右机翼
VENWingMiddle_312:一个剖面机翼，可以用来做更大的翼展，给予固定翼飞机更多的升力。
VENWingSmall_211:一个更挑剔的不花哨的赛车男孩…对吗？
VENWingTail_122:一个风速疾行公司尾翼。
VENWingTiny_111:此小型扰流板适用于为小型侦查载具提供少许下压力。它同样拥有 3 处连接点 - 太实惠了！
EXP_Hover_424:最高的最大的可悬停浮动平台。这让你能有一个完美的能开火的平稳的栖息地，只要你能控制它的漂移。
EXPCannonRepulsor_444:反重力炮是地对空武器：发射电磁电荷产生斥力脉冲碰撞目标。这些脉冲对目标造成伤害低，但是有很高的冲击力，只要命中一次就可以让大多数飞行载具很难继续飞行。此武器只能垂直放置。
EXPFlamethrowerPlasma_112:这个东西上的火焰是蓝色的！蓝色！你知道蓝色的火有多热吗？不？我也不知道…但是肯定比那个橙色的火热的多。是的，一旦你使用了这种蓝色火焰，你就不会再去想那些橘色的东西了：这有什么用？
GCBuzzSaw_246:深空联合矿业的电锯用于砍伐树木。开凿者是该系列产品的下一级产品。这个工具主要用于切割行星。对，没错。行星！哦看那！你也可以用普通家用插头插上电源。你不需要那种特别的电动工具，很方便的。
GCHover_222:深空联合矿业，制作一个悬停的盘子吗？但是他们没有办法控制它或者推动它…但是看看这个东西的大小！你知道它能举起多少东西吗？不，我也不知道，但是我敢打赌绝对相当多！哦哥们！
GCPlasmaCutter_Auto_434:在万向支架上安装的等离子切割机是用于开采那些难以挖掘的资源的好工具。哦，因为某些原因，它也能锁定其他载具？嗯，那很奇怪……我相信他们会在稍后更新零件的时候解决这个BUG。无论如何，虽然你获得了行动自由，但它在电力方面稍差一些，不过它比其他等离子切割机的射程稍远一些。
GSOMegatonLong_242:两倍的巨炮威力，但发射速度是那个的一半。这巨炮更大，更重，更硬，但是，哥们，它发射的时候是不是砰的一声巨响？！
HE_Battery_211:重型电池有一个坚固耐用的外壳，可以被多敲几下，比任何其他电池更坚固。这玩意可不便宜，也不轻，但它的储电量比银河系联合国的电池多一倍以上，它还有一个可怕的隐形的黑色的设计。当然，发光二极管使它少一点隐身能力，但是很不错了。
HE_CannonBattleship_216:目前用于世界各地殖民地的最有用的弹道武器。这艘战列舰级火炮具有难以置信的长射程和高功率。它不会旋转，所以无论你把它附在什么武器平台上都需要手动对正瞄准。但当它命中目标，它真的会使敌人变成一滩烂泥。这些超重量级的炮弹也需要很长时间重新装填，所以当按下火按钮时，要确保它在目标上。
HE_LaserZeus_222:实验室的那些书呆子终于设计出了这种能量武器，我们可以安装一个完整的旋转炮塔。这不是你普通的激光指示器，如果你把它照进你的眼睛，它会毁了你的眼睛。
HE_Mortar_232:听着各位！这就是你一直在等待的那个。重型固定迫击炮。这个玩意不是射速最快的迫击炮，但是它有一个很长的距离，当炮弹击中他们的时候，它会毁掉某人的一天。
HE_TurretRoundabout_111:这个四筒发射器发射的更远，造成的伤害比银河系联合国的更大。它也会旋转，不过有点慢，但它确实转动，他没有那么多筒，但是它利用了每一个发射筒。
HE_WheelLarge_244:大霸王！比深空联合矿业更快和更大的玩意。它没有太多的扭矩，也不能承载那么多的重量。但是如果你在为一个战斗设计的载具寻找合适的轮子，这就是你所需要的。
HE_WheelMid_233:这是个装甲战马。在这个尺寸下这些轮子是非常硬的，比什么深空联合矿业的好。当然他们载重能力不高，但他们是为了战斗而设计的，别当成垃圾。
VENCannonRapid_313:轻型、快速射击的重型武器。这个双筒炮可以在火力和速度方面超过巨炮，虽然它的轻微的伤害和爆炸半径有点烦。但仍然是一个好东西。
VENDropper_111:这个生产线模块可以被连接到任何一点的输送器上，以便把输送器上的块取下来扔到地上。
VENFilter_111:把这个过滤器安装在传送带线路上然后用右键选定需要过滤出来的东西，一旦选定好，这个过滤器便会过滤出来你选定的东西。
VENLaserMachineGun_112:这种快速射击的针式激光将用激光束猛烈地打击目标。它不能无限制旋转，所以你需要手动瞄准。当它已经发射了一段时间，很容易过热，所以别一直用！
VENLaserTurret_111:他们说这事办不成。安装在旋转炮塔上的激光武器？银河系联合国和鹰眼军工集团军工的研究员都说：”不，不能这样做”。看看谁打破了这句话-风速疾行公司！当然，在设计过程中失去了一点能量，但更更大的攻击范围是值得的，对吗？哦，该死的，它不向上和向下倾斜真的是非常…嗯
VENMachineGunForward_311:火线 是一种固定的中程步枪，它比火舌的火力更高，但射击速度较慢。它还需要瞄准目标射击，因为它不是用万向架安装的。
VENTracks_112:快速的越野履带，在粗糙的地形上能达到非常高的速度。不适合承载重物或者被攻击。
VENTracks_124:一个能在崎岖不平的地面上行驶的结实的越野履带。在火力下比较坚固而且载重量比较高，但它会让你以最快的速度通过最棘手的倾斜地形。
VENTurretRoundabout_111:一个双管迫击炮发射器，可以很快的全向旋转。当然，这玩意没有银河系联合国的迫击炮伤害高，或者那么远，但他们打高速行驶的车效果更好！
HE_ArmourPlate_111:这个小型装甲板比银河系联合国的更硬，但也更贵更重。
