$BlockNames
EXP_JointSet_1_Axle_111:新研科技 小型輪軸
VENTractor_111:這個牽引盤不會牽引很多資源塊，但是在高速的時候被牽引的資源塊也不會掉落。
VENWheel_111:最緊湊的高性能的越野車輪，這個輪子可以裝配出一個高速的汽車，這對於新手可能有點棘手，當然這會讓你從A到B的時間大大降低。
VENWheel_211:速限公司 的小輪子可以讓追擊你的人在後面吃塵土。
VENWheel_222:大一些的 速限公司 輪，有強勁的動力。
VENWheel_Monster_444:爸爸！這東西瘋了。大大大大老哥帶有拖拉機深踏面的輪胎。可以在所有地形都發揮出力量和速度。它們也能攜帶相當數量的零件。
VENWheel_Single_A_223:一個中置輪的替代品。啵嘸！
VENWheel_Single_C_223:一個短角叉版的斯普林格輪。酷！
VENWheel_Single_D_224:一個長角叉版的斯普林格輪。走！
VENWheel_Sports1_Left_112:斯普林格輪和環球旅行者輪非常相似，但是增加了擋泥板使粉塵下降並增加了一個額外的連接點。
VENWheel_Sports1_Right_112:斯普林格輪和環球旅行者輪非常相似，但是增加了擋泥板使粉塵下降並增加了一個額外的連接點。
VENWheel_Titan_666:真的大頭子！言語無法描述這超棒的拖拉機深輪胎。可以在所有地形都發揮出力量和速度。它們也能受相當大的重量。
VENWing_322:你賽車的“好男孩”擾流板，這會使你的車輛在高速行駛時保存輪胎觸碰地面。
VENWingAngledLeft_423:尖舵尾翼擁有橫縱兩片襟翼，可為小型飛機增加穩定性和可轉動性，為大型飛行器提供額外的可自由設置的尾部翼式垂直方向舵。
VENWingAngledRight_423:尖舵尾翼擁有橫縱兩片襟翼，可為小型飛機增加穩定性和可轉動性，為大型飛行器提供額外的可自由設置的尾部翼式垂直方向舵。
VENWingExpanderLeft_413:速限公司 大型左機翼
VENWingExpanderRight_413:速限公司 大型右機翼
VENWingMiddle_312:一個剖面機翼，可以用來做更大的翼展，給予固定翼飛機更多的升力。
VENWingSmall_211:一個更挑剔的不花哨的賽車男孩…對嗎？
VENWingTail_122:一個速限公司尾翼。
VENWingTiny_111:此小型擾流板適用於為小型偵查載具提供少許下壓力。它同樣擁有 3 處連接點 - 太實惠了！
EXP_Hover_424:最高的最大的可懸停浮動平台。這讓你能有一個完美的能開火的平穩的棲息地，只要你能控制它的漂移。
EXPCannonRepulsor_444:反重力砲是地對空武器：發射電磁電荷產生斥力脈衝碰撞目標。這些脈衝對目標造成傷害低，但是有很高的衝擊力，只要命中一次就可以讓大多數飛行載具很難繼續飛行。此武器只能垂直放置。
EXPFlamethrowerPlasma_112:這個東西上的火焰是藍色的！藍色！你知道藍色的火有多熱嗎？不？我也不知道…但是肯定比那個橙色的火熱的多。是的，一旦你使用了這種藍色火焰，你就不會再去想那些橘色的東西了：這有什麼用？
GCBuzzSaw_246:重礦工業的電鋸用於砍伐樹木。開鑿者是該系列產品的下一級產品。這個工具主要用於切割行星。對，沒錯。行星！哦看那！你也可以用普通家用插頭插上電源。你不需要那種特別的電動工具，很方便的。
GCHover_222:重礦工業，製作一個懸停的盤子嗎？但是他們沒有辦法控制它或者推動它…但是看看這個東西的大小！你知道它能舉起多少東西嗎？不，我也不知道，但是我敢打賭絕對相當多！哦哥們！
GCPlasmaCutter_Auto_434:在萬向支架上安裝的等離子切割機是用於開採那些難以挖掘的資源的好工具。哦，因為某些原因，它也能鎖定其他載具？嗯，那很奇怪……我相信他們會在稍後更新零件的時候解決這個BUG。無論如何，雖然你獲得了行動自由，但它在電力方面稍差一些，不過它比其他等離子切割機的射程稍遠一些。
GSOMegatonLong_242:兩倍的巨砲威力，但發射速度是那個的一半。這巨砲更大，更重，更硬，但是，哥們，它發射的時候是不是砰的一聲巨響？ ！
HE_Battery_211:重型電池有一個堅固耐用的外殼，可以被多敲幾下，比任何其他電池更堅固。這玩意可不便宜，也不輕，但它的儲電量比銀河政部的電池多一倍以上，它還有一個可怕的隱形的黑色的設計。當然，發光二極管使它少一點隱身能力，但是很不錯了。
HE_CannonBattleship_216:目前用於世界各地殖民地的最有用的彈道武器。這艘戰列艦級火砲具有難以置信的長射程和高功率。它不會旋轉，所以無論你把它附在什麼武器平台上都需要手動對正瞄準。但當它命中目標，它真的會使敵人變成一灘爛泥。這些超重量級的砲彈也需要很長時間重新裝填，所以當按下火按鈕時，要確保它在目標上。
HE_LaserZeus_222:實驗室的那些書呆子終於設計出了這種能量武器，我們可以安裝一個完整的旋轉砲塔。這不是你普通的激光指示器，如果你把它照進你的眼睛，它會毀了你的眼睛。
HE_Mortar_232:聽著各位！這就是你一直在等待的那個。重型固定迫擊砲。這個玩意不是射速最快的迫擊砲，但是它有一個很長的距離，當砲彈擊中他們的時候，它會毀掉某人的一天。
HE_TurretRoundabout_111:這個四筒發射器發射的更遠，造成的傷害比銀河政部的更大。它也會旋轉，不過有點慢，但它確實轉動，他沒有那麼多筒，但是它利用了每一個發射筒。
HE_WheelLarge_244:大霸王！比重礦工業更快和更大的玩意。它沒有太多的扭矩，也不能承載那麼多的重量。但是如果你在為一個戰鬥設計的載具尋找合適的輪子，這就是你所需要的。
HE_WheelMid_233:這是個裝甲戰馬。在這個尺寸下這些輪子是非常硬的，比什麼重礦工業的好。當然他們載重能力不高，但他們是為了戰鬥而設計的，別當成垃圾。
VENCannonRapid_313:輕型、快速射擊的重型武器。這個雙筒炮可以在火力和速度方面超過巨砲，雖然它的輕微的傷害和爆炸半徑有點煩。但仍然是一個好東西。
VENDropper_111:這個生產線模塊可以被連接到任何一點的輸送器上，以便把输送器上的塊取下來扔到地上。
VENFilter_111:把這個過濾器安裝在傳送帶線路上然後用右鍵選定需要過濾出來的東西，一旦選定好，這個過濾器便會過濾出來你選定的東西。
VENLaserMachineGun_112:這種快速射擊的針式激光將用激光束猛烈地打擊目標。它不能無限制旋轉，所以你需要手動瞄準。當它已經發射了一段時間，很容易過熱，所以別一直用！
VENLaserTurret_111:他們說這事辦不成。安裝在旋轉砲塔上的激光武器？銀河政部和鷹眼軍事軍工的研究員都說：”不，不能這樣做”。看看誰打破了這句話-速限公司！當然，在設計過程中失去了一點能量，但更更大的攻擊範圍是值得的，對嗎？哦，該死的，它不向上和向下傾斜真的是非常…嗯
VENMachineGunForward_311:火線 是一種固定的中程步槍，它比火舌的火力更高，但射擊速度較慢。它還需要瞄準目標射擊，因為它不是用萬向架安裝的。
VENTracks_112:快速的越野履帶，在粗糙的地形上能達到非常高的速度。不適合承載重物或者被攻擊。
VENTracks_124:一個能在崎嶇不平的地面上行駛的結實的越野履帶。在火力下比較堅固而且載重量比較高，但它會讓你以最快的速度通過最棘手的傾斜地形。
VENTurretRoundabout_111:一個雙管迫擊砲發射器，可以很快的全向旋轉。當然，這玩意沒有銀河政部的迫擊砲傷害高，或者那麼遠，但他們打高速行駛的車效果更好！
HE_ArmourPlate_111:這個小型裝甲板比銀河政部的更硬，但也更貴更重。
HE_ArmourPlate_211:這個中型裝甲板比銀河政部的更硬，但也更貴更重
HE_ArmourPlate_221:這個大型裝甲板比銀河政部的更硬，但也更貴更重。
HE_ArmourPlate_Extended_221:這種裝甲板比銀河政部的和聯合礦業的更硬，但也更貴更重。它還包括一個附加連接點能在外面安裝額外的武器。
HE_ShotgunRotating_212:軸基獵槍安裝在一個可全向旋轉的砲塔上。它比標準散彈槍的力量要小一些，而且佔用更多的空間，開火還稍微慢一點，但在在通用性上彌補了它的缺點。
VENShotgunRotating_112:360度霰彈槍可以向各個方向旋轉。它比賽車霰彈槍威力小，火力更低。但不管敵人去哪裡，它都會瞄準敵人。
GSOBigBertha_845:一桿420毫米的中型槍械。技術上講是一個海軍級別的武器，但是你可以將它放置在任何足夠大的東西上。 \n\n有著德國血統的此槍，主要是由SRQ科技公司的創意總監，老Ra'Gequi設計的。它可以將重達820公斤的爆破物射出近8邁遠。
VENMicroMissile_112:這個導彈組會以集群方式發射六枚微型炸彈，足以把任何周邊的目標都直接送回老家。飛吧小漂漂！飛！
GCBooster_422:這個巨型的推進器有一個內置燃汽箱。這一設計主要是用於幫助大型載具越過那些讓它們掙扎的起伏和山坡。
VENHydraulicRamSmall_111:設計來自於流體動力學專家，雷恩亨思更博士。他的初衷本是設計一個全新的液壓熨斗，結果卻弄出了可以啟動50公噸機械的液壓泵。
GCFlail_446:深空聯合礦業打穀機由一個粉碎機和一個收集器組成。是一體式收割和獲取資源的完美方塊。它本來的原型是由T貝爾先生研發。儘管當時這一方塊的藍圖是用於小得多的深空聯合公司模型，但公司發掘了其中潛力並繼續這一項目，在明顯提升它的尺寸後第一個將其投入市場。
GC_BigPete_Consumer_222:*吃東西的聲音*
GSOMGunFixed_111_EC:ZK-50X是升級版的克比科夫。適用于現代戰場。
GSOCannonTurret_111_EC:一個比三磅炮更先進的加農炮塔。配備一個擊倒衝擊器。
GCPlasmaCutter_Angled_222_EC:一個使用高精尖聚焦光束科技的工業級重型挖礦工具。
GCArticulatedDrill_423_EC:一個配備非常緊密的水晶尖片的鉸接式鑽探粉碎機。這是一個隻為嚴肅交易商準備的奢華機型。
VENFlameThrower_PS4_122:X2是X1全面加強後的模型。這個噴火器尤其完美適用于夏日泳池燒烤和焦土戰術。
VENMgun_PS4_112:一次在舊日經典上的新改造。我聽說他們只製造了50個類似的玩意並且每一個都擁有個性化的雕刻方案。非常適合拿來裝大款。
HE_Shotgun_XboxOne_112:犀牛霰彈槍是一個毀滅性的短距離投擲武器。如果你極度渴望製造一個帥氣開場的話，請帶上它。
HE_LaserZeus_XboxOne_222:這個玩意兒上的說明只說了“對準前面的敵人”和“使用配置的護目鏡”，然而裝置沒有任何護目鏡。我猜這是因為他們忘了。
HE_ArmourPlate_XboxOne_211:這個中型裝甲板比銀河政部的更硬，但也更貴更重
HE_StdBlock_01_XboxOne_111:這是一塊重型的，皮糙肉厚但是應用靈活的方塊，這個比一般的基礎方塊貴一點。
HE_Bracket_4AP_XboxOne_111:一個角架可以佔用更小的空間來允許你建造。比一般的零件都輕。
HE_Cab_07_XboxOne_111:一個高科技先導式駕駛艙，秘密行動的完美選擇。
HE_Mini_Gun_20_XboxOne_111:“N83RC”是一種高火力的六管機槍，可以傾瀉高效率高持續性的的火力，它具有一個加特林風格的旋轉套筒以及外部電源。
HE_RailGun_XboxOne_113:“阿基拉”型軌道炮可以遠距離射擊，無論多遠這種使用大功率電磁鐵的軌道炮都可以在任何載具上打一個洞。
HE_ShotgunRotating_XboxOne_212:軸基獵槍安裝在一個可全向旋轉的砲塔上。它比標準散彈槍的力量要小一些，而且佔用更多的空間，開火還稍微慢一點，但在在通用性上彌補了它的缺點。
HE_Wheel_Single_XboxOne_121:完美的偵察車輪，這種輪子有足夠的連接點來讓偵察車變得更小的同時也有合理的火力。
HE_MachineGun_33_XboxOne_111:這是老式的STEM輕機槍，小規模行動的最佳選擇。
HE_Suppressed_Mgun_XboxOne_111:安靜，小型的機關槍。這是一個比較小的機槍，不容易被周圍的大型武器干擾（可以用來填充一些空白的部位來安裝更多的槍）
HE_TurretRoundabout_XboxOne_111:這個四筒發射器發射的更遠，造成的傷害比銀河政部的更大。它也會旋轉，不過有點慢，但它確實轉動，他沒有那麼多筒，但是它利用了每一個發射筒。
VENBlock_PS4_111:又輕又便宜的小方塊，用這個可以造一個高速的賽車，但是不太能受到傷害。
VENBooster_PS4_111:一個強大的脈衝增壓噴射器被封裝在了一個小零件裡
VENCockpit_PS4_111:你的標準速限公司駕駛艙，帶有橙色的擋風玻璃。
VENMediumMachineGun_PS4_121:高射速，低重心，高衝擊力，這是一個野獸一樣的機槍。
VENShotgunContact_PS4_111:速限公司接觸式霰彈獵槍是近距離使用的有力武器。但是對於遠處的目標效果不太好。
VENShotgunRotating_PS4_112:360度霰彈槍可以向各個方向旋轉。它比賽車霰彈槍威力小，火力更低。但不管敵人去哪裡，它都會瞄準敵人。
VENStreamlineSmall_PS4_111:此流線型小型恐龍頭形方塊能夠幫助您更改速限公司載具的線條，但會減少用以添加裝甲的連接點。
VENTurretRoundabout_PS4_111:一個雙管迫擊砲發射器，可以很快的全向旋轉。當然，這玩意沒有銀河政部的迫擊砲傷害高，或者那麼遠，但他們打高速行駛的車效果更好！
VENWheel_PS4_211:速限公司 的小輪子可以讓追擊你的人在後面吃塵土。
EXP_Gyro_AllAxis_Active_212:A more powerful gyroscope to keep your Techs level, no matter what. This gyro is "active", meaning it will apply torque to force your Tech back to an upright position. And it's also "all axis", meaning it works in all three rotational directions. [zh-tr]
